user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"tailwind, terraform","powerbi, react native",Pharmacy Activation Data Intern,134,2,2,0.0,0
"android, automation, react native, spark","css, react, tailwind",Frontend Developer - Internship,126,4,3,0.0,0
"api, git, go, javascript, laravel, node, postman, react, sql","css, html, quality assurance, user research",Website Builder & Content Publisher [UI/UX Experience],145,9,4,0.0,0
"numpy, pandas, python, pytorch, sklearn","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,84,5,6,0.8333333333333334,1
"express, nextjs, pandas, redis","api, git, graphql, java, springboot, sql",Back End Developer,80,4,6,0.0,0
"design system, figma, rust, user research","design system, figma, rust, user research",UI/UX Designer Intern,123,4,4,1.0,1
"bash, postman, rust","java, javascript, sql",Magang IT Programmer,115,3,3,0.0,0
"database, java, mongodb, powerbi, python, sql, tableau, user research","css, git, html, java, javascript, laravel, network security, networking, php, postman, sql, tensorflow",IT Support Intern,24,8,12,0.16666666666666666,0
"network security, react native, rust, security","agile, network security, react native, rust, security",IT Security Internship,94,4,5,0.8,1
"cloud, java, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,3,4,0.75,1
"flutter, pandas, powerbi, python, r, sql, tableau","numpy, pandas, powerbi, python, r, sql, tableau",Haquhara Internship Opportunity 2026,72,7,7,0.8571428571428571,1
"api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing","agile, express, flutter, networking",Backend Developer Intern,108,11,4,0.0,0
"design system, figma, rust, user research","cloud, linux, penetration",IT Security,150,4,3,0.0,0
"agile, figma, numpy, pandas, selenium, swift","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer - Backend,63,6,8,0.0,0
"aws, go, java, javascript, sql","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,5,6,0.8333333333333334,1
"python, react native, sql","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",Full Stack Software Engineer (CAD Rooms Cloud PDM),7,3,17,0.058823529411764705,0
"api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,17,21,0.2857142857142857,0
"mongodb, security, sklearn, tableau","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",AI Engineer,9,4,16,0.0,0
"appium, automation, selenium, testing","appium, automation, quality assurance, selenium, testing",Jr Quality Assurance (Automation),114,4,5,0.8,1
"api, firebase, flutter, git, react native","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,5,7,0.14285714285714285,0
"appium, fastapi, java, pytorch, redis","agile, angular, css, html, javascript, node, react, scala, testing, user research",Web Developer,45,5,10,0.0,0
"bash, firebase, flutter, testing","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,4,5,0.0,0
"api, express, git, javascript, mongodb, sql, vue","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,7,10,0.7,1
"linux, network security, networking, security","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,4,5,0.8,1
"api, css, git, html, java, javascript, php, react, react native, sql","linux, networking",IT Support Intern,148,10,2,0.0,0
"powerbi, sql","css, html, quality assurance, user research",Website Builder & Content Publisher [UI/UX Experience],145,2,4,0.0,0
"aspnet, database, express, html, java, javascript, sql, testing","jest, quality assurance",SUPERVISOR OPERASIONAL,171,8,2,0.0,0
"cicd, scala","aws, docker, elasticsearch, python, tensorflow",Intern Data Engineer,83,2,5,0.0,0
"android, api, flutter, git, ios, testing","android, api, flutter, git, ios, testing",Mobile App Flutter Developer (Internship),75,6,6,1.0,1
"database, linux, networking, user research","database, linux, networking, user research",IT Staff,133,4,4,1.0,1
"aspnet, django, express, pytorch, wireshark","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,5,21,0.0,0
"accessibility, api, cloud, jest, tableau, terraform","adobexd, design system, figma, user research",Internship Program,109,6,4,0.0,0
"api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql","api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql",Fullstack Developer IT Intern,13,14,14,1.0,1
"api, azure, cicd, css, docker, fastapi, flask, gcp, java, jest, kubernetes, node, python, react, react native, redis, selenium, sklearn, sql, tailwind, testing, typescript","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",Full Stack AI Developer,2,22,23,0.8695652173913043,1
"cicd, css, design system, figma, git, react, rust, tailwind, typescript","agile, api, automation, cicd, git, postman, quality assurance, sql, testing, user research",Jr Quality Assurance (Manual),47,9,10,0.2,0
"api, aspnet, sql","api, aspnet, sql",BackEnd Engineer,135,3,3,1.0,1
"appium, aspnet, cloud, ios, springboot, user research","springboot, user research",Web Developer (Spring Framework),158,6,2,1.0,1
"go, javascript, nextjs, node, python, react, sql, vue","linux, network security, networking, penetration, security, wireshark",Cyber Security Consultant,98,8,6,0.0,0
"css, html","css, html",IT Intern,161,2,2,1.0,1
"api, aws, azure, django, quality assurance","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,5,8,0.25,0
"aws, go, java, javascript, sql","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,5,6,0.8333333333333334,1
"api, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security","api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql",Agentic AI Engineer,29,10,12,0.8333333333333334,1
"accessibility, rust, tensorflow, testing","flutter, git, python, react, react native, sql, testing",IT Manager,76,4,7,0.14285714285714285,0
"angular, css, django, html, java, laravel, node, nosql, php, python, react, vue","angular, css, django, flask, html, java, javascript, laravel, node, nosql, php, python, react, sql, vue",Junior Full Stack Engineer,10,12,15,0.8,1
"cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,86,14,6,0.16666666666666666,0
"docker, graphql, react, ruby on rails, springboot, sql","database, gcp, scala, sql",Data Engineer,117,6,4,0.25,0
"cicd, css, design system, figma, git, react, rust, tailwind, typescript","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,9,5,0.0,0
"cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript","android, bash, ios, linux, network security, networking, penetration, python",Junior Offensive Security Engineer,58,14,8,0.125,0
"quality assurance, testing","adobexd, api, css, firebase, git, html, java, javascript, networking, php, python, vue",Web Developer,30,2,12,0.0,0
"git, go, graphql, jest, kotlin, react native","network security, networking, user research",Network Security Engineer,136,6,3,0.0,0
"api, automation, css, git, html, java, javascript, laravel, nextjs, pandas, php, react, sql","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,13,11,1.0,1
"jest, quality assurance","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,2,26,0.0,0
"android, aws, azure, bash, flask, gcp, jest, linux, penetration, python, tailwind","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,11,8,0.875,1
"agile, api, css, design system, figma, git, html, javascript, quality assurance, react, terraform, testing, typescript, vue","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,14,13,0.8461538461538461,1
"aws, database, docker, ios, linux, networking, quality assurance, security","database, linux, networking, security",IT support,180,8,4,1.0,1
"postman, security, wireshark","docker, linux, python, pytorch, scala, tensorflow",AI Engineer,87,3,6,0.0,0
"agile, cloud, network security, ruby on rails, security, spark","network security, security",Presales IT Security,165,6,2,1.0,1
"angular, automation, express, python, react","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,5,10,0.1,0
"angular, elasticsearch, java, javascript, node, r, sql","java, javascript, sql",Magang IT Programmer,115,7,3,1.0,1
"aws, go, java, javascript, python, sql","network security, networking, scala, security",Network Security Engineer,116,6,4,0.0,0
"aws, azure, database, docker, flask, gcp, git, jest, numpy, pandas, python, pytorch, scala, sklearn, tensorflow","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,15,19,0.7894736842105263,1
"api, firebase, flutter, git, react native","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",Full Stack Software Engineer (CAD Rooms Cloud PDM),7,5,17,0.11764705882352941,0
"flask, python, react, react native","aws, azure, cicd, gcp, network security",Security Architect & Engineering,106,4,5,0.0,0
"agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing","agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing",Back End Engineer,32,11,11,1.0,1
"aws, css, git, graphql, html, java, javascript, mongodb, nosql","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,9,10,0.9,1
"go, node, springboot","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,3,10,0.0,0
"accessibility, aws, azure, bash, gcp, linux, penetration, python, security","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,9,8,1.0,1
"linux, networking","agile, network security, react native, rust, security",IT Security Internship,94,2,5,0.0,0
"css, git, java, javascript, php, react, react native, sql","api, css, git, html, java, javascript, php, react, react native, sql",FULLSTACK DEVELOPER,42,8,10,0.8,1
"api, css, design system, git, html, java, numpy, penetration, react native, redis, typescript","api, css, git, html, java, react, react native, typescript",Frontend Developer,60,11,8,0.875,1
"agile, react native, rust, security","agile, network security, react native, rust, security",IT Security Internship,94,4,5,0.8,1
"agile, aspnet, html, node, php, ruby on rails","python, pytorch, tensorflow",Computer Vision Internship,142,6,3,0.0,0
"android, api, flutter, git, ios, testing","android, api, flutter, git, ios, testing",Mobile App Flutter Developer (Internship),75,6,6,1.0,1
"gcp, pandas, penetration, postman, security, tableau","database, linux, networking, security",IT Support Intern,162,6,4,0.25,0
"appium, penetration","api, azure, cicd, docker, git, jest, python, testing",AI Engineer,59,2,8,0.0,0
"azure, cicd, docker, gcp, kubernetes","aws, azure, cicd, docker, gcp, kubernetes, terraform",Cloud Engineer / DevOps Engineer,69,5,7,0.7142857142857143,1
"android, api, firebase, kotlin, numpy, tableau","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,6,8,0.0,0
"accessibility, ansible, graphql, javascript, tensorflow","database, linux, networking, security",Intern Care Officer (IT Support & Customer Service),178,5,4,0.0,0
"agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,13,5,0.0,0
"css, fastapi, git, javascript, jest, nextjs, numpy, pandas, python, pytorch, quality assurance, react, sql, tailwind, typescript","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,15,7,0.2857142857142857,0
"aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,10,21,0.047619047619047616,0
"git, javascript, nextjs, node, nosql, python, react, react native, scala, sql","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,10,19,0.21052631578947367,0
"jest, quality assurance","powerbi, react native",Pharmacy Activation Data Intern,134,2,2,0.0,0
"adobexd, cloud, kotlin, tailwind, typescript, wireshark","design system, figma, rust, user research",UI/UX Designer Intern,123,6,4,0.0,0
"css, django, fastapi, flask, java, javascript, mongodb, network security, scala, sql","css, django, fastapi, flask, html, java, javascript, mongodb, python, scala, sql",Backend Developer Intern,26,10,11,0.8181818181818182,1
"adobexd, figma, testing","css, git, html, java, javascript, laravel, network security, networking, php, postman, sql, tensorflow",IT Support Intern,24,3,12,0.0,0
"react native, user research","react native, user research",IT Intern (for Batam placement),147,2,2,1.0,1
"automation, elasticsearch","database, gcp, scala, sql",Data Engineer,117,2,4,0.0,0
"docker, flask, react native, selenium, springboot","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,5,11,0.18181818181818182,0
"graphql, linux","penetration, security",Cyber Security Operation Advance - Layer 3,164,2,2,0.0,0
"docker, linux, powerbi, python, sql, user research","agile, network security, react native, rust, security",IT Security Internship,94,6,5,0.0,0
"cloud, git, scala, sql","cloud, git, go, scala, sql",Backend Developer (Golang),81,4,5,0.8,1
"accessibility, design system, figma, rust, user research","design system, figma, rust, user research",UI/UX Designer Intern,123,5,4,1.0,1
"network security, security","jest, numpy, pandas, python, pytorch, sklearn, tensorflow",AI/ML Engineer Intern,62,2,7,0.0,0
"automation, quality assurance, sql","angular, css, html, java, javascript, node, nosql, php, python, react, ruby on rails, sql, user research, vue",Internship Full Stack Developer Magang,14,3,14,0.07142857142857142,0
"network security, security","agile, quality assurance, sql",Quality Assurance,155,2,3,0.0,0
"css, kubernetes, react, tailwind","css, react, tailwind",Frontend Developer - Internship,126,4,3,1.0,1
"android, api, flutter, git, kotlin","api, aspnet, css, database, git, html, java, javascript, scala, user research",Web Programmer,44,5,10,0.2,0
"css, react, tailwind","css, react, tailwind",Frontend Developer - Internship,126,3,3,1.0,1
"api, firebase, flutter, git, react native","network security, networking, penetration, security, wireshark",Network Security Engineer,113,5,5,0.0,0
"automation, design system, elasticsearch, kubernetes, nosql","database, linux, networking, security",IT Intern,172,5,4,0.0,0
"mongodb, ruby on rails","appium, automation, quality assurance, selenium, testing",Quality Assurance Intern,100,2,5,0.0,0
"api, css, git, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript","api, css, git, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript",Frontend Developer (Contract),21,13,13,1.0,1
"penetration, rust, security","cloud, git, go, scala, sql",Backend Developer (Golang),81,3,5,0.0,0
"cloud, database, docker, javascript, nextjs, react, scala, sql, testing","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,9,12,0.75,1
"android, api, flutter, git, kotlin","cicd, scala",Machine Learning Engineering Section Head,160,5,2,0.0,0
"html, javascript, react, tailwind, vue","css, html, javascript, react, tailwind, vue",Front-End Developer – 8th hire at a Startup!,79,5,6,0.8333333333333334,1
"api, laravel, node, python, sql","api, docker, laravel, node, python, sql",Tech Developer Intern - Staff,67,5,6,0.8333333333333334,1
"bash, cloud, express, go, ruby on rails, springboot","java, quality assurance, react native, sql",IT JAVA Programmer (Junior),119,6,4,0.0,0
"agile, angular, powerbi, quality assurance, redis, springboot, sql","agile, quality assurance, sql",Quality Assurance,155,7,3,1.0,1
"agile, design system, django, penetration, react, sql","api, git, graphql, java, springboot, sql",Back End Developer,80,6,6,0.16666666666666666,0
"jest, scala, springboot, typescript","laravel, linux, networking, sql",IT Support,132,4,4,0.0,0
"aspnet, html, ios, java, javascript, sql","android, aspnet, html, ios, java, javascript, sql",Web Developer - Internship,56,6,7,0.8571428571428571,1
"android, figma, ios, java, react, react native, typescript","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,7,10,0.7,1
"api, docker, laravel, python, sql","api, docker, laravel, node, python, sql",Class Manager: Back-End (Intern),74,5,6,0.8333333333333334,1
"accessibility, api, css, database, express, firebase, git, go, html, java, javascript, mongodb, nextjs, node, php, python, scala, security, sql, testing","accessibility, api, automation, css, database, express, git, go, html, java, javascript, mongodb, nextjs, node, nosql, php, python, scala, security, sql, testing",Backend Programmer,3,20,21,0.9047619047619048,1
"agile, quality assurance, testing","database, linux, networking, user research",IT Staff,133,3,4,0.0,0
"postman, sql","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,2,5,0.0,0
"powerbi, python, sql, tableau","css, html",Web Designer,169,4,2,0.0,0
"android, aspnet, html, ios, java, javascript, sql","android, aspnet, html, ios, java, javascript, sql",Web Developer - Internship,56,7,7,1.0,1
"html, python","quality assurance, testing",Software QA Engineer Intern,137,2,2,0.0,0
"api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,11,11,1.0,1
"api, automation, azure, docker, typescript","adobexd, figma, testing",UI / UX Designer Internship,127,5,3,0.0,0
"android, cloud, design system, figma, go, user research","design system, figma, user research",UI/UX Designer (Paid Internship),140,6,3,1.0,1
"network security, networking, nosql, scala, security","network security, networking, scala, security",Network Security Engineer,116,5,4,1.0,1
"agile, appium, springboot, sql","linux, networking",IT Support Intern,148,4,2,0.0,0
"aspnet, database, express, html, java, sql, testing","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,7,8,0.875,1
"quality assurance, react, testing","quality assurance, testing",Software QA Engineer Intern,137,3,2,1.0,1
"angular, php, sklearn","database, linux, networking, security",IT Intern,173,3,4,0.0,0
"appium, automation, quality assurance, selenium, testing","api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql",Fullstack Developer IT Intern,13,5,14,0.0,0
"git, python, sql","git, javascript, python, sql",Junior Software Engineer (Fresh Graduate),176,3,4,0.75,1
"api, redis","git, javascript, python, sql",Software & PLC Programmer,179,2,4,0.0,0
"express, flutter, networking","agile, express, flutter, networking",Frontend Developer Intern,107,3,4,0.75,1
"api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, react, typescript, wireshark","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",Software Engineer Internship,6,13,17,0.7647058823529411,1
"cicd, css, design system, figma, firebase, git, jest, kotlin, redis, rust, tailwind, typescript","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,12,9,0.8888888888888888,1
"adobexd, android, design system, figma, user research","adobexd, design system, figma, user research",UI/UX Designer Intern,122,5,4,1.0,1
"design system, figma, user research","agile, css, git, html, java, javascript, jest, react, testing, typescript",Frontend Engineer Web React.Js,41,3,10,0.0,0
"adobexd, android, api, figma, flutter, git, ios, java, kotlin, swift","adobexd, android, api, figma, flutter, git, ios, java, kotlin, swift",Mobile Developer Intern (Swift/Kotlin/Flutter),36,10,10,1.0,1
"database, java, python, sql","database, java, php, python, sql",IT Intern,93,4,5,0.8,1
"agile, express, nosql, springboot","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,4,12,0.08333333333333333,0
"penetration, security","agile, java, javascript, php, sql",PROGRAMMER WEB,110,2,5,0.0,0
"android, api, figma, git, ios, java, javascript, kubernetes, mongodb, react, typescript","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,11,10,0.9,1
"git, javascript, python, sql","api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql",Agentic AI Engineer,29,4,12,0.25,0
"nosql, pandas, user research","css, django, fastapi, flask, html, java, javascript, mongodb, python, scala, sql",Backend Developer Intern,26,3,11,0.0,0
"api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql","adobexd, figma, testing",UI / UX Designer Internship,127,12,3,0.0,0
"android, django, powerbi","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,3,13,0.0,0
"automation, database, java, mongodb, powerbi, python, sql, tableau, user research","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,9,8,1.0,1
"database, linux, security","database, linux, networking, security",IT Support Intern,177,3,4,0.75,1
"android, api, flutter, git, kotlin","react native, user research",IT Intern (for Batam placement),147,5,2,0.0,0
"accessibility, flutter, laravel, postman","api, aspnet, css, database, git, html, java, javascript, scala, user research",Web Programmer,44,4,10,0.0,0
"cicd, design system, figma, laravel, numpy, rust, user research","design system, figma, rust, user research",UI/UX Designer Intern,123,7,4,1.0,1
"css, figma, spark, tailwind","database, gcp, scala, sql",Data Engineer,117,4,4,0.0,0
"git, javascript, python, sql","git, javascript, python, sql",Software & PLC Programmer,179,4,4,1.0,1
"nosql, tensorflow","css, html, java, javascript, laravel, php",IT Programmer (Internship),68,2,6,0.0,0
"aws, azure, cicd, docker, kubernetes, terraform","aws, azure, cicd, docker, gcp, kubernetes, terraform",Cloud Engineer / DevOps Engineer,69,6,7,0.8571428571428571,1
"aspnet, docker, fastapi, powerbi, springboot, sql","powerbi, sql",Data Analyst,157,6,2,1.0,1
"css, html, php","aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark",IT Security Specialist,46,3,10,0.0,0
"git, java, pytorch, scala, tensorflow, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer - Backend,63,6,8,0.75,1
"agile, network security, react native, rust, security","agile, network security, react native, rust, security",IT Security Internship,94,5,5,1.0,1
"networking, numpy, python, pytorch, quality assurance, springboot","penetration, security",GRC Staff (IT),163,6,2,0.0,0
"cicd, cloud, docker, git, javascript, nextjs, nosql, react, scala, sql, testing","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,11,12,0.9166666666666666,1
"accessibility, scala","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,2,7,0.0,0
"powerbi, react native","powerbi, react native",Pharmacy Activation Data Intern,134,2,2,1.0,1
"aws, bash, gcp, network security, networking, python, security, user research, wireshark","aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark",IT Security Specialist,46,9,10,0.9,1
"agile, aws, figma, graphql, jest, python, security, testing","agile, figma, jest, testing",Product Designer,131,8,4,1.0,1
"android, api, flutter, git, kotlin","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,5,9,0.1111111111111111,0
"mongodb, nosql, sql","database, linux, networking, security",Intern Care Officer (IT Support & Customer Service),178,3,4,0.0,0
"angular, css, javascript, node, react, scala, terraform, testing, user research","agile, angular, css, html, javascript, node, react, scala, testing, user research",Web Developer,45,9,10,0.8,1
"git, javascript, python, sql","git, javascript, python, sql",Junior Software Engineer (Fresh Graduate),176,4,4,1.0,1
"jest, numpy, pandas, python, pytorch, sklearn, tensorflow","jest, numpy, pandas, python, pytorch, sklearn, tensorflow",AI/ML Engineer Intern,62,7,7,1.0,1
"rust, sklearn, tensorflow, terraform","angular, css, html, java, javascript, node, nosql, php, python, react, ruby on rails, sql, user research, vue",Internship Full Stack Developer Magang,14,4,14,0.0,0
"cloud, linux, penetration","agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing",Back End Engineer,32,3,11,0.0,0
"css, database, flutter, git, java, laravel, sql, tailwind","css, database, flutter, git, java, javascript, laravel, sql, tailwind",(Internship) Fullstack Development,50,8,9,0.8888888888888888,1
"css, firebase, ios, node, nosql, spark","adobexd, design system, figma, user research",Internship Program,109,6,4,0.0,0
"ansible, azure, git, kubernetes, laravel, php, r, react, selenium, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,10,6,1.0,1
"javascript, react, react native","appium, automation, quality assurance, selenium, testing",Jr Quality Assurance (Automation),114,3,5,0.0,0
"css, html, php","css, html, php",IT Support Intern (Magang),141,3,3,1.0,1
"css, powerbi, pytorch, typescript","laravel, linux, networking, sql",IT Support,132,4,4,0.0,0
"powerbi, sql","powerbi, sql",Data Analyst,157,2,2,1.0,1
"agile, cloud, css, mongodb","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,4,10,0.2,0
"docker, linux, python, pytorch, scala","docker, linux, python, pytorch, scala, tensorflow",AI Engineer,87,5,6,0.8333333333333334,1
"agile, network security, react native, rust, sql, tailwind","agile, network security, react native, rust, security",IT Security Internship,94,6,5,0.8,1
"jest, laravel, springboot, sql, tailwind","go, javascript, nextjs, node, python, react, sql, vue",Full Stack Engineer (Golang + React.JS),57,5,8,0.125,0
"python, react native, sql","python, react native, sql",Data Analyst Intern,125,3,3,1.0,1
"numpy, powerbi, python, r, sql, tableau","numpy, pandas, powerbi, python, r, sql, tableau",Haquhara Internship Opportunity 2026,72,6,7,0.8571428571428571,1
"nextjs, numpy","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,2,23,0.0,0
"gcp, node, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer - Backend,63,3,8,0.125,0
"database, ios, linux, networking, security, terraform","database, linux, networking, security",IT Intern,172,6,4,1.0,1
"azure, bash, gcp, linux, penetration, python, security","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,7,8,0.875,1
"flask, springboot, sql","css, html, javascript, react, tailwind, vue",Front-End Developer – 8th hire at a Startup!,79,3,6,0.0,0
"powerbi, sql","api, firebase, flutter, git, react native",Flutter Developer (Intern),89,2,5,0.0,0
"android, api, flutter, git","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,4,5,0.8,1
"network security, networking, user research","network security, networking, user research",Network Security Engineer,136,3,3,1.0,1
"database, networking, security","database, linux, networking, security",IT support,180,3,4,0.75,1
"network security, networking, penetration, wireshark","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,4,5,0.8,1
"git, laravel, php, r, react, sql","adobexd, design system, figma, user research",UI/UX Desainer Intern,91,6,4,0.0,0
"go, graphql, network security, rust, springboot, user research","springboot, user research",Web Developer (Spring Framework),158,6,2,1.0,1
"automation, design system, figma, pandas, terraform","aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, python, react, react native, scala, sql",Full Stack Developer (Python),17,5,14,0.0,0
"linux, networking","aws, docker, elasticsearch, python, tensorflow",Intern Data Engineer,83,2,5,0.0,0
"agile, css, html, java, jest, react, testing","agile, css, git, html, java, javascript, jest, react, testing, typescript",Frontend Engineer Web React.Js,41,7,10,0.7,1
"penetration, security","penetration, security",Cyber Security Operation Advance - Layer 3,164,2,2,1.0,1
"pandas, security, tableau, tailwind, vue","cloud, linux, penetration",IT Security,150,5,3,0.0,0
"android, api, css, docker, fastapi, git, go, graphql, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",Software Engineer Internship,6,20,17,1.0,1
"database, linux, networking, ruby on rails, security","database, linux, networking, security",IT INTERNSHIP,175,5,4,1.0,1
"git, node, php, react, sql","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,5,19,0.10526315789473684,0
"appium, automation, quality assurance, selenium, testing","springboot, user research",Web Developer (Spring Framework),158,5,2,0.0,0
"adobexd, figma, testing","network security, networking, scala, security",Network Security Engineer,116,3,4,0.0,0
"git, laravel, php, r, react, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,6,6,1.0,1
"network security, networking, penetration","network security, networking, penetration, security",Network Security Department Head,143,3,4,0.75,1
"aws, azure, cicd, network security","aws, azure, cicd, gcp, network security",Security Architect & Engineering,106,4,5,0.8,1
"adobexd, mongodb","linux, network security, networking, penetration, security, wireshark",Cyber Security Consultant,98,2,6,0.0,0
"python, r, react native, sql","python, react native, sql",Data Analyst Intern,125,4,3,1.0,1
